CAPITAL COST 2021 PRICES [million USD],Q_engineering[#],high_grade_heat[MWt],major_radius,aspect_ratio,effective_ion_charge,toroidal_field_on_plasma
0.9364571466851463,0.7473335352446572,0.5307547820974542,0.9437955472376368,0.3053218236282122,0.278211589781833,0.5436665023593468
0.3105797921174494,0.4675973641041968,0.1009681394967503,0.1508682278801878,0.8965860251943633,0.3646571690196153,0.337567511710872
0.230395008789321,0.8831900644637217,0.1784490085499707,0.7482379318819348,0.4072361819650145,0.575858225264286,0.4574676656682708
0.5303821631097817,0.6397697174885343,0.9503165021016796,0.3828165267229779,0.2521481651994424,0.3485050272080264,0.4215396595376499
0.8381912303541483,0.3218685255382917,0.7276203192356202,0.3517615200266186,0.6643790435730305,0.0528281786283331,0.4996729536869994
0.3402010526274149,0.5256285557076374,0.4054548811076079,0.7319523544736425,0.3155205519060126,0.7150483692094255,0.536623024454572
0.1408147657252513,0.424595505655178,0.4741325391509715,0.0982367241193105,0.1684282094158916,0.8812075526652575,0.2745387310463894
0.6045596309641954,0.0440351166806115,0.664762488460038,0.2890666914101445,0.6852471502892237,0.043067000593072,0.1521257319576218
0.9950157356405592,0.9395473409294024,0.3435435923742261,0.6031033572064035,0.9406538448353656,0.618199554031417,0.1620218527744853
0.6441581803647932,0.5508080881814003,0.6597331617156466,0.5214052606055557,0.6059172784080998,0.1981690569897353,0.9879641466876874
0.6971253534101656,0.6370638789903694,0.4514030554915366,0.892942406474832,0.4035973782391967,0.5379821748940466,0.918473902550327
0.8505235270601764,0.9720517927358518,0.5795269220210337,0.4125295945961222,0.174057489961547,0.0934762631274349,0.3648386686950505
0.178550769337842,0.8619744060946597,0.6829587338761219,0.0164547629382254,0.3969267565189397,0.2384965511683554,0.9008297472217268
0.1509547295393964,0.5915117046532579,0.997911371543584,0.88557140314527,0.9913964007017476,0.9114954066961988,0.7280696512109718
0.8404384412782192,0.2841230605037954,0.2253677966422003,0.656646601212337,0.6877105140007131,0.0175178782344944,0.5331681843615336
0.6279148076157846,0.8164767984104314,0.6559272959845451,0.0273138274297939,0.0958641252976715,0.3299592054801108,0.4191295998375263
0.7746292836427529,0.4583710348548886,0.026022099531586,0.3051736129633217,0.6117580960893002,0.4288567434259552,0.2993911830471133
0.5613512327440889,0.1466230692612607,0.8924003831969873,0.9720688797442762,0.6347172699850596,0.3188359184164083,0.784275511897269
0.129703388991649,0.6959593441933253,0.9661755340933268,0.4523768758771925,0.9748422549203272,0.342677012481749,0.3682179590909672
0.3613583124602837,0.3301893862853059,0.0702612061619385,0.3163367631754094,0.1543565565861482,0.5495470115335875,0.7574656109073479
0.4553959690967466,0.0502861315824028,0.3885520877999384,0.3872584430404887,0.5928877111464067,0.9830799805024092,0.6025947453214492
0.8539566423589183,0.4708947611172268,0.0291001434849782,0.8554730011679794,0.9637200767876728,0.2859518328512275,0.2831584795641425
0.9856958216231634,0.4809321907729837,0.4090780932549551,0.5826190296522659,0.9928348470920187,0.218199655179995,0.6650627053103325
0.7324172295415353,0.5807194650029147,0.1551833769680519,0.3188266681847665,0.902594581690664,0.8248539236920079,0.0174044040150612
0.4456478856723843,0.6398142689083182,0.1593094828922001,0.472896568120229,0.5822610866272201,0.5285312057211441,0.4277210942432431
0.3693842631012752,0.899071133875971,0.8357612974433676,0.2310408457151862,0.7573913067206176,0.5245156592788598,0.1355893076476125
0.0478202336882559,0.4677691352933704,0.527162214878084,0.9062464058469956,0.427599019348399,0.0758612577844097,0.1371098576818301
0.7131774160914405,0.7075342630617144,0.4712270213078252,0.0576141334980543,0.3908828022654879,0.3984817849157783,0.4430212512652673
0.7744121082583242,0.797215161923709,0.8652912689594338,0.9259603429999592,0.0805778052873151,0.9371041006417696,0.142098250760515
0.7645388184943419,0.9139032771076822,0.8144844878295119,0.1738636059844324,0.403481768608238,0.2183503436994146,0.921710888331074
0.2873596347317069,0.1250380821314093,0.4927768461988694,0.1824823065855624,0.1068005727382817,0.6051628618595032,0.7934569699066906
0.6701931393563885,0.9733455619300654,0.1657619883920053,0.983380882350685,0.3210381974552543,0.5392869398443996,0.7926049993828554
0.5500868278891182,0.5792243140692969,0.9355109907957316,0.5377737033569644,0.9019304187513542,0.2495498821592949,0.4228554013707944
0.3354058627435229,0.4889624955908341,0.9312709923596152,0.3432564485543774,0.8887915221179545,0.203327182558319,0.1286624798617222
0.8998787776598939,0.1892066322155202,0.6775043014539978,0.363667021722614,0.2072336805556963,0.5391421918686357,0.121798585755313
0.2024775954391672,0.1227094474569808,0.4037701754780637,0.7579457132409293,0.7989137098170093,0.7303069009215614,0.9777510984450456
0.1987333810049786,0.8613257506817545,0.1315455914072829,0.6979253112952929,0.1683183933427776,0.8441953137507089,0.1795002232042906
0.607672202294739,0.6378901136869896,0.3577749566265336,0.967588258918856,0.2750092777256809,0.5519401964714626,0.480577033693618
0.3637801465607282,0.3314238244685289,0.3286775018437213,0.5129076869769995,0.0577800703530432,0.5383937238716591,0.2246334872388956
0.0856590078613663,0.8881685648655361,0.7153567268991887,0.2346457646907936,0.7482413922357902,0.4715929047556382,0.7248330936395169
0.1646373730212661,0.3150121383050535,0.3900003294132144,0.8692293556759081,0.1610109101970407,0.2885697715469104,0.4990610129814512
0.9586578393467644,0.2638829343875264,0.3017604888116759,0.6010524205152501,0.6117520055629347,0.0251032108913796,0.7238836788632119
0.6659811020151376,0.5998317391338429,0.4139829038986662,0.5041499965343557,0.367715698221279,0.2457656210559959,0.050575064923069
