mass,force,acceleration
11.057604001422005,10.816235831412019,0.9781717476969743
11.790925241269928,9.5845812223147,0.8128777874672033
7.50268799832172,6.1636062126103655,0.8215197291942709
7.826301837055452,9.201036243604328,1.1756556845328756
8.882829885524064,10.89331379201726,1.2263337171152617
10.604541943370021,10.386043823912612,0.979395798458413
10.732045238728166,6.45166269043429,0.6011587304116568
11.92650934085695,9.954283538185392,0.8346351185996013
8.990908250037347,6.115041552146046,0.6801361310878292
6.756553295554104,10.95533102263176,1.62143781650335
9.628245384042415,10.898730505305348,1.1319539615565468
11.956820022009433,10.009192077329802,0.8371115446168339
6.585275471821303,11.178769503739836,1.6975401487112127
6.064992092162208,7.660004312230066,1.2629866941012327
8.399700616471183,7.167120286287045,0.8532590164264736
10.77717801493995,11.186264425382825,1.0379585833950016
7.699275001464154,8.599949421374326,1.1169817183746382
7.394041640608828,7.724948726252192,1.0447532082894948
6.98256348940605,10.931360626254182,1.5655225538356008
9.441105977970498,10.64525211975715,1.1275429112432758
7.955032132485286,6.2215600211444935,0.7820911238985496
11.818275715858851,6.558385644447866,0.5549359146907716
9.650179623106904,11.744335531475404,1.2170069356381865
9.508197947744534,10.287136971598445,1.0819228867693782
9.740914766209002,10.691016832581813,1.0975372528326284
7.460770956769175,8.232116764900223,1.1033868768523452
6.806089065622505,6.180503114652738,0.9080843719589865
6.530277479625724,8.69202352294152,1.3310343320112172
8.67904217179614,9.97296523464927,1.1490859287512079
11.440855674715527,10.866759284922917,0.949820502406881
10.587907892108227,8.537227536591502,0.806318644210608
10.668635041222743,10.75196023986362,1.0078102960986963
7.444292527535762,7.201333896470925,0.9673630999633404
11.24696767563757,9.987820566249098,0.8880456363259626
7.776488988161432,7.603413771421724,0.9777437842446391
7.601677267672346,7.840701479316359,1.0314436147744013
8.34881597434908,8.320625822161936,0.9966234550774918
7.929306889427455,7.090610959426475,0.8942283428177997
11.186655444413535,8.76926526877111,0.7839041179327966
7.275045457375083,10.076201159315168,1.3850361785850303
7.298566517359598,7.3810671612173815,1.0113036777374784
9.436856184063549,8.120220832896843,0.8604794514734506
9.310694589655363,10.188766105349044,1.0943078421527501
8.405574978510565,10.714693768510687,1.2747127705009527
7.691577986018556,7.334588129440088,0.9535869158152736
9.986467011222352,6.0171001537598,0.6025254123403249
6.088844110468553,8.84787368288523,1.4531286271023223
6.6390584073217545,7.366039988492052,1.1095007057579973
11.851229806172832,10.733457253468933,0.9056829906275469
8.61838944380479,10.249309559332119,1.1892372265330493
8.143968582494495,11.044576936118201,1.3561664468915782
6.805001349674459,11.817693965404217,1.736618901033658
7.879293723717837,7.576400608951599,0.961558341980007
9.445351479031196,6.710758338294171,0.7104826488661795
9.731398651109457,11.09209826831539,1.139825698852734
9.712353307837699,8.24524926635218,0.8489445353783011
11.50186326821117,8.328740407228148,0.7241209717948139
8.491172667806499,8.846258675027714,1.041818253039123
6.824064496651277,6.947376625169553,1.0180701880204661
11.342536639637686,10.018251392879055,0.8832461125026674
10.481494600002735,7.992776903504019,0.762560799630802
7.200473023612918,7.479986272799929,1.0388187343068138
11.519222183932293,11.383152512786115,0.9881875990432778
9.58940549984056,8.12712679937733,0.8475110161430192
7.894056037692408,6.524163525631754,0.8264653170031079
7.373117587496146,7.7019290649646175,1.0445959899006756
10.52298809499959,9.837961624358869,0.9349019057651278
8.012079388002544,8.968883306490419,1.1194201744831203
11.328826508397608,11.774841483357765,1.0393699183785314
11.520491183111782,7.354303049999344,0.638367143649242
6.324883128097408,11.002434022270798,1.739547403396914
8.533264165953995,11.587273641598316,1.3578946363607498
6.754567215511863,7.4092588819224945,1.096925775630322
6.563832101309937,10.698827609008115,1.6299666785920623
8.54275838276865,9.987423302533248,1.1691098887542681
6.3040272431208955,6.372109569935982,1.0107998148151056
9.899227994591309,9.12004091518472,0.9212880964220325
7.153440067212387,7.187672287984285,1.0047854207836033
6.688424738463085,6.679930799638091,0.9987300539129719
8.050499533216632,9.777313246901077,1.2144977099321046
7.902139098303806,8.631840347988044,1.0923422431074226
7.74809600138739,9.618937206852335,1.241458186002077
8.011346312116395,8.068872974598474,1.0071806485752683
11.163211557564244,11.7503488039338,1.052595728688104
9.531412964523296,10.538043583117613,1.1056118985024654
6.6321788959368275,6.433686712188262,0.9700713465569858
10.499372898415885,6.4630544731609225,0.615565761469054
7.226897673042028,8.740138499836624,1.2093901000479539
