mass,force,acceleration,acceleration_squared
8.459007480857181,8.306153219503658,0.9819300004522477,0.9641865257881511
6.273893629565041,10.099743530788947,1.6098047125305097,2.591471212485437
6.991424957706862,10.27496284661703,1.4696521680162815,2.1598774949549564
11.939560921538947,11.561350178305986,0.9683228934700044,0.9376492260181216
8.729798740937222,6.744271595747533,0.7725575120215745,0.5968451093809652
8.794459295359284,7.669196716540135,0.872048690996508,0.760468919468723
11.9645198567762,6.1498518735075605,0.5140074108385172,0.2642036183969162
11.79466903352081,8.061348410840651,0.683473897226794,0.46713656819038213
9.110247590710697,8.401507918678744,0.9222041261804319,0.850460450344214
6.064648650613632,10.94553406235834,1.8048092631468189,3.2573364763405634
7.065041988367197,8.52714938960402,1.2069495699592765,1.4567272644248825
6.590960749676746,9.047229216129335,1.372672294638237,1.884229228467403
8.306540463036374,6.239602627838002,0.7511674271140764,0.5642525035571813
9.586118064857725,7.39890680522202,0.771835560042399,0.5957301317459637
9.717222704627215,6.87824298780333,0.7078404186957659,0.5010380583393971
8.892464708392001,10.600151545907725,1.1920375164271548,1.4209534405698194
8.428272522072579,11.217503019282642,1.3309373884037827,1.7713943318510816
6.029612648183712,8.703154708001568,1.4434019589339957,2.083409215054496
6.015168183193185,8.712434492930361,1.4484107887911652,2.0978938130866456
11.720863008769815,9.571862251380015,0.8166516615899471,0.6669199363776214
9.557817347132339,9.86256538341388,1.0318846892771993,1.0647860119647021
10.722519022330019,9.887658723149194,0.9221395366665054,0.8503413250835172
10.895349237942161,11.474946500148521,1.0531967585020552,1.1092234121192364
10.31206815544034,8.626738077070868,0.8365672091218345,0.6998446953778951
11.945953659723926,10.799441274603094,0.9040250433093234,0.8172612789304241
8.218106482107277,9.61436719903392,1.1699005385202328,1.3686672700299307
7.52761112012091,7.7982118199113195,1.0359477522778917,1.0731877454496161
7.4758554530435255,11.79379821177123,1.5775851052563905,2.4887747643268168
9.191828369786851,7.9606719384018385,0.8660596802011914,0.7500593696701899
10.365479538319775,6.97192730966133,0.6726102042734308,0.45240448689274626
6.15106003483919,7.687534377137332,1.2497901717095354,1.5619754733017501
9.529460325297219,7.382607365740099,0.7747141090605085,0.6001819507774175
8.06182535428664,7.69234306452844,0.954168904246761,0.9104382978314647
8.550359066487204,8.575390688853483,1.0029275521848422,1.0058636749314793
9.102393553453677,10.784654378161145,1.1848152153418126,1.4037870945054656
10.547976909388643,10.145477145156235,0.9618410461370894,0.9251381980340906
7.049504146245144,11.313759500756682,1.604901460591786,2.575708698209648
11.014811161421827,7.6635036279310125,0.6957453482971725,0.48406158967715385
9.55959342127975,8.150741617485483,0.8526242966925613,0.7269681913104848
11.5195951538089,6.33108090685443,0.5495923096534419,0.3020517068302047
10.298078069636317,11.168499170311541,1.0845226745019194,1.1761894315087962
8.702683935131413,11.919107485815125,1.36958983856687,1.8757763259056253
8.44826401152534,7.902494577616623,0.9353986294504806,0.8749705959778374
6.585764176703503,10.952443846162975,1.6630482890514324,2.7657296117168966
9.703548458982283,9.275482433864545,0.9558856198918149,0.9137173183159591
7.244642370965869,11.601233261524266,1.6013534785399721,2.564332963232069
8.499589706441336,8.497403234276337,0.999742755563443,0.9994855773015863
6.866106524893505,8.208803306815007,1.1955543184559503,1.4293501283786718
6.078892329847219,7.203750868734773,1.1850433397815792,1.4043277171606794
11.008475596271492,11.783973537121938,1.0704455339041767,1.1458536410553979
9.682895421034889,9.974162999674956,1.0300806283632191,1.0610661009291644
10.707261673041451,11.848402336726732,1.1065763309547598,1.2245111762292982
11.352588801358703,6.413852908177168,0.5649683099073881,0.31918919119961053
9.985799924447495,9.587244538141583,0.9600877857235895,0.9217685562956252
11.523762827212549,7.1747115433582564,0.6226014584763654,0.38763257609689733
10.893128261095658,9.334011423878836,0.8568715248873787,0.7342288101628217
11.30372621898831,10.121490465448685,0.8954118552912514,0.801762390596121
7.824467557813754,7.184698536659507,0.9182348170751435,0.8431551792890223
10.348215424037143,10.060424836451006,0.9721893509370081,0.9451521340753211
6.624183031228659,9.698867230217262,1.4641605137559595,2.143766010042115
8.399077982270493,8.51839472210872,1.014205933090524,1.0286136747160204
10.029946850179225,11.344863765952208,1.1310990910933378,1.279385153872175
7.930444697731871,8.604339810824436,1.084975702974803,1.177172276045668
9.473819582731046,8.878737549893398,0.9371866829802872,0.8783188787555933
6.563310670192598,11.831284160097324,1.8026396668725937,3.2495097685825356
7.191830769241619,10.373301182781555,1.4423728137690068,2.080439333899922
7.727207918366901,11.850773375488082,1.5336423583633392,2.352058883366265
