mass,force,acceleration
4.979150892893576,9.975996499480885,2.0035537612886944
5.02441210219651,9.998229420701675,1.9899302082189423
4.855230340810468,9.5471535247143,1.9663646942691961
5.176723085803941,9.920900375281603,1.9164440923037889
5.104319923463801,9.731785173845601,1.9065782160538234
5.227373078984587,10.282355788499926,1.9670216059071233
4.539586705694084,9.827264244290982,2.164792718236766
5.093549490138925,10.22249129883374,2.0069484587563955
5.266454807062458,9.741176202676353,1.849664823784906
5.275514395673706,9.572031353352962,1.8144261650015976
4.740792327737981,9.987671468592865,2.1067515255110063
5.036659367117141,9.81944350709158,1.9495945211621462
4.916837435362007,9.861453314582818,2.0056496567608724
4.790740800503882,10.239660322028637,2.1373855836557984
5.279487251480602,9.80735734780848,1.857634440741961
4.614278775486037,9.699846528279934,2.1021370836568534
5.192952670501152,9.906205114231573,1.9076247643280682
5.403074843283563,10.129694489829232,1.8748018089035394
5.069093115774853,9.901197213115859,1.9532482412492393
5.026244403603879,10.127648437426227,2.01495343723528
4.860696227130759,9.934420399918734,2.043826632174248
5.051781188962237,10.289464767529044,2.0367993748444118
4.81401967562815,9.917576964478961,2.0601446676025232
5.121005518384507,9.979074083219144,1.9486552098790129
4.426751079680356,9.843069238480691,2.2235425171436187
5.12582420023938,9.928250857286649,1.936908186750336
5.02011070920556,9.810414638917653,1.9542227666270264
5.117178488057615,10.39699385125345,2.03178252928206
4.769801083203834,9.770245137900769,2.0483548406882788
5.220554518424912,10.227882823281565,1.9591564051642945
5.069877424440102,10.053325467936954,1.9829523726694844
4.729022751577126,10.269938652903994,2.1716830711966812
4.990390186827822,10.22074983478104,2.0480863123205872
4.925710233646185,9.896509639082772,2.0091538417104626
5.019082694845549,9.814865109188766,1.9555097427002637
4.892816580464305,10.224207998883712,2.089636476402204
4.816977774033629,9.96339275137157,2.0683908497731034
5.314616200427568,10.044350276113205,1.8899483795847993
5.428266394651336,10.214143317056815,1.8816584475517217
5.168663183686328,9.742558850088685,1.8849281726924643
5.152117872972742,9.817377986310055,1.9055033732459008
5.199344265573686,10.077191691485368,1.9381658872272174
5.284478668784872,10.070129528852773,1.9056051050667457
4.704602441378611,9.683676860385003,2.0583411629458217
4.971065128866703,9.649449525531491,1.9411231346573323
5.429876970170586,9.936197255695642,1.8299120422582034
4.942184121019246,9.764396406112027,1.975724935982004
5.3748824230823224,10.137134512486579,1.8860197702098305
4.955660576405017,10.059429260634715,2.0298866529580044
5.70734528668207,10.083170784898464,1.7667006775334337
5.1712149891678765,9.920554835970034,1.9184185644477325
4.871103884609332,10.158980418779894,2.085560205537406
5.188363129466122,9.718940253592208,1.8732189731277114
4.989020276559542,9.708200399769018,1.9459131977037882
4.719751516577243,9.705089550284736,2.056271292291009
5.212844189698906,9.956585548914044,1.91001019531511
5.107296243250666,10.037112708698,1.9652497585120754
5.057958479330985,9.748212338688973,1.9273017717572025
5.018876592356446,10.114792633796835,2.0153499389088925
5.4664951978051155,10.00718950012777,1.8306408654938207
4.811725794706815,9.907988129122,2.059133988894666
4.883320576868286,9.75272647881033,1.9971505710699897
5.25796002917717,9.767574273357,1.857673740225361
4.995966037123966,10.169852337663109,2.0356127848134054
5.5141412946153645,9.883141837294188,1.7923265490032352
5.3235119080306506,9.780480796227671,1.8372234279167428
4.693479768314651,10.074330946194504,2.146452407061728
5.276337106905929,10.236946472167972,1.9401615675331574
4.918347457105004,9.765944059373469,1.9856149132501133
5.215838591890842,9.985392101304296,1.91443656190373
4.6278180944776555,9.58952104534689,2.072147359635851
4.945372626630331,10.168086916180835,2.056081044616682
5.003988745280954,9.990981776508326,1.9966035666907505
4.841267537014397,10.328419731714686,2.133412304266954
4.91131923792711,10.090018588991132,2.054441607271647
4.913597869666641,10.183144026358715,2.0724414769924144
5.0094111552867595,10.051676314255571,2.0065584562064505
5.250184941955726,10.160268975462841,1.9352211565480737
5.113585876225545,10.172081149102638,1.9892266200897137
4.946741472690409,9.891455774408977,1.9995902007446655
5.230380346193121,9.776850195414077,1.8692426837620058
5.073915492725294,10.026623914230797,1.9761117284287506
4.6891556287258895,9.950219070957102,2.1219639224601123
4.863494098500182,9.887121551184835,2.032925577977745
5.043224463777197,10.23462730388964,2.029381673847661
4.635015585544117,9.969403988792903,2.150888989432075
4.634820134391731,10.070832033403235,2.172863615283513
4.783245751472454,10.031254784063755,2.0971648343545333
5.078168818398102,9.972728708467049,1.9638434768722253
5.297001230558598,10.094496306479293,1.905700200378238
5.001122349408294,9.812398975514753,1.9620393763563302
4.967139651361806,10.028086127171283,2.018885481591393
5.2553898240201065,9.670226895183482,1.8400589145614035
4.937997490335193,9.888838112440595,2.0026008785535727
5.013121176158402,10.042139281148813,2.0031710641481424
4.883946801177947,9.854324081991528,2.01769685116447
4.587852403778869,9.973546342951801,2.173903052054793
4.9607782020389966,10.344771384921962,2.0853122158676674
4.759842454357174,9.931597911380909,2.086539209357548
4.977335396055974,9.874269758237716,1.9838465710110793
5.095176048687282,10.088782869564437,1.9800656097376075
5.126322665515534,9.94394947954659,1.9397822041985269
4.993113979123212,10.193202000500015,2.0414518961752073
5.268612961007371,10.103533543371547,1.9176837657552528
4.88848323899994,9.942164672441749,2.0337933437357276
5.124980272984728,9.92843031556261,1.9372621525780838
5.090943804743938,10.334794325883218,2.03003504306075
4.5978708487072915,10.005827218478926,2.1761870978372744
4.641070350750576,10.41147185038211,2.2433342017102404
4.991920262289556,10.05006242079849,2.013265816106807
5.219445201575199,10.17359502005024,1.9491717274816693
5.104892860355093,10.058416586824565,1.9703482251192452
5.010034967069526,9.800869577096906,1.9562477390910584
5.142798519747154,9.941145764558042,1.9330225997356008
4.820168566713739,9.78008748633937,2.0289928352043445
5.047784478705525,9.855978543004039,1.952535530108755
5.158276892054904,10.295594178007534,1.9959367039534932
4.918667140729356,10.31925489217989,2.0979778864746916
5.0528616543867,10.140261959929434,2.006835463449914
5.054255100328738,9.993977210964895,1.9773392938387437
5.2455204742105215,10.16270116403293,1.937405680522574
4.953365735305988,10.184866084935754,2.056150631547621
4.986267202353541,10.1115716631019,2.0278840368460784
4.734706173660685,10.038668543213749,2.120230522235819
4.909541571715352,10.012318534057819,2.039359151522491
4.969444523816135,9.725139663244283,1.9569872682221143
5.202811065900151,10.203953129777885,1.9612384536997356
5.16438493337372,9.486844439809014,1.8369746953799542
5.167533736321066,9.802004363505525,1.896843806671282
4.77903400629226,9.847203021414314,2.060500722206435
5.205339858509237,9.774912309171745,1.8778624594881288
4.987815219974259,9.859328729292141,1.9766828349633656
5.544829392111175,9.815826161124907,1.7702665793631505
4.853578665751097,9.613692389051936,1.9807430869288705
4.744175103454624,9.828545198732094,2.071707933287522
4.754124795646544,10.195248603292049,2.1445058852111036
5.352486641841104,9.971789304778492,1.8630199329836121
4.8864283786249665,9.82484719926295,2.0106397634395794
5.144543694101488,9.929739990616072,1.9301498016240166
5.306861602603221,9.867695121932973,1.8594219824938503
4.818966243518032,9.931034461483236,2.0608225830262707
4.529775946112941,10.056828203267491,2.2201601851626647
4.934931624498624,9.688146415381453,1.9631774363977623
5.260543896070221,10.073255541153392,1.9148695914653249
4.940095881196078,10.097541884538614,2.043997146487334
5.000010561113993,10.137576145375517,2.0275109465202577
4.955142519056961,9.737116972447339,1.965052858721904
4.975931708839639,10.242218804895733,2.0583519638544567
5.1611397484246595,9.788277007291022,1.896533999157591
5.282533005285624,10.053905481389757,1.9032357150120913
5.140764419249085,9.914302570020054,1.9285658243542392
5.0982142493363645,9.82892348780629,1.9279149535713846
5.217119875492297,10.10446750320775,1.9367903640999384
4.794553217043117,9.837838178587756,2.0518779817934565
5.264327821228504,10.387486084025776,1.9731837447770706
5.092804108677324,10.0183951395925,1.9671667956995942
4.767179413935193,10.27285208746752,2.154911992076154
4.670500740936216,9.867065184955933,2.112635396558796
4.974976135696135,10.156822600486684,2.0415821751606185
4.9705666932393004,10.299292253463562,2.0720559423278857
5.15528155468287,9.938006448926366,1.9277330139028086
5.326105526715422,10.035262286256483,1.8841651251407274
4.962335082426899,10.010889678026732,2.017374786615733
5.096595317562615,9.967140318561594,1.955646798994482
5.00681300479299,10.286312769736538,2.0544631405026546
4.981421134673096,10.278596846596567,2.063386445095471
5.363854338802636,10.158501379598665,1.8938809180762224
5.064790531274174,9.947793590362382,1.9641076030561457
5.046375892227398,9.990020972723597,1.979642655655234
4.566979583404982,10.029033066553119,2.1959881544019995
4.82601701553193,9.988836305222364,2.0697888700090674
4.924586432305335,10.033516365763596,2.037433295909608
5.0813665148090115,9.581816469953186,1.8856770992661467
5.149647172826593,9.99530337113456,1.9409685820569007
5.182234789769783,10.132973211162273,1.9553288537149478
4.802898528864839,9.885393876890411,2.058214184097455
5.310805617093432,9.834624342983348,1.851814028238859
4.796435755552625,10.188109627233558,2.1241000914979895
4.756738643683676,10.102062423770732,2.123737119167761
5.3015275206090084,10.067909944458519,1.8990583195731436
4.685424363655095,10.39032660441358,2.2175849609293654
5.106899839378403,10.036053079389767,1.9651948138875828
4.845812364949442,9.439338515428012,1.947937271303425
5.247517531038194,9.954049458117796,1.8969063751080864
5.080003695653588,10.019431585520685,1.9723276174175295
5.241437518721768,10.062597797422123,1.9198164170572989
4.92855198609806,10.208401008975896,2.0712779408172377
4.712161931831218,9.644339056985741,2.0466909237216737
5.0140521231132125,10.337302395036419,2.06166632121447
5.037457716591999,10.108161195702106,2.006599710486622
4.801857208043548,9.784245134208303,2.0375960196856338
5.025778114700448,9.720545874683003,1.9341374913170788
5.049774688850679,10.181319725175003,2.0161928704768126
5.334610400231255,10.147030458509333,1.9021127499900385
4.992192997484375,10.092785273586262,2.0217137595986645
5.056175332057303,9.65658163165404,1.909858934366677
5.119407115713606,10.200499555512346,1.9925157982069328
4.9785690371624955,9.610317196851437,1.9303372364860842
5.132201190095357,10.309996376899594,2.0088839067332107
5.061683845162229,10.092327585797152,1.99386763269362
5.135821374428224,10.294699731396172,2.004489444016594
5.314003358856047,9.937289781154764,1.8700194768589644
4.973453922491741,9.96261858974032,2.0031589203402063
5.412290162935541,9.963998180428543,1.8409948248273937
5.208519594551284,10.009396978250967,1.9217354944237819
5.11793587843116,10.001443978305856,1.9541948582153152
5.253305321031965,9.892404269656135,1.8830819198821782
4.8333682223554915,10.36938564111392,2.1453746464324848
4.90568792765966,9.751352526093317,1.98776454391084
4.6473926750788905,10.33204370223818,2.223191459082547
5.396590810003438,10.139713369382033,1.8789109136431956
4.94472414129526,10.117488124336942,2.046117808644162
5.059277709729141,10.037548040655297,1.9839883510155598
5.359168317526975,10.029407354670285,1.8714484711871158
5.047025539687617,10.10658328220218,2.0024830868654018
4.972122905211766,10.267705519632745,2.065054648763844
5.23144047467528,10.112671482388663,1.933056780697933
5.184941494731655,9.978871492003323,1.9245870955617748
4.781631845469463,10.04918210415758,2.101621879082777
5.083675688448798,10.249671957390214,2.016193121972684
5.20213294325091,9.860912641195293,1.8955518339815869
5.238413791182117,10.040171412003765,1.9166434367793745
4.839083034256826,10.568725212421242,2.184034689548236
4.959430614935139,9.886309234171957,1.9934363441641283
4.92064022881041,10.118838130006148,2.0564068209580175
4.775236743663609,10.169658472848269,2.129665819468043
5.190028692239311,9.925706242419059,1.9124569113194003
4.926871311963712,9.954836872546549,2.020518954569331
4.706243246676511,9.832726382678466,2.089294128522195
5.244939621991246,9.989237333331841,1.904547631291782
4.881586914315351,9.698275595420487,1.9867055049209716
4.948249652983254,9.949106579253845,2.0106314913306003
4.6070193709341565,10.083802893111594,2.18879107753066
5.179333749983061,9.977760086670179,1.926456291159613
5.319116836836553,9.99294547658177,1.8786850868507883
4.851734143515678,10.00210563205443,2.0615527018153297
5.339829641950519,10.141480590563093,1.8992142578650952
5.015198730003028,10.166616604655559,2.027161265581478
5.038387309995281,10.197553103775459,2.023971655284478
5.1663607845200845,10.46087354773089,2.024805077313745
5.067941405382982,9.955668184122407,1.964440270273816
5.129839257989326,9.840755414521803,1.9183360178772835
4.7341056207971,9.961101188012611,2.1041146915381708
4.950913209755938,9.870151231743097,1.9936021524864622
5.147294030906558,9.694723468534026,1.883460204589587
5.0351117188471415,10.014479256242408,1.9889289087185065
5.177785652482576,10.113783810727039,1.9533029154804462
5.440935762069431,10.067075802721602,1.8502471344915572
4.75013232846126,10.25957843024525,2.1598510779948525
5.002885825244019,9.953380894603422,1.989527892957249
5.1007945940905355,10.134954430306728,1.98693639654662
4.757542652254045,10.008638203297739,2.1037411400937858
4.94891325461528,9.51617315411888,1.92288138112832
4.939561352356583,10.195986376993492,2.0641481398199772
4.8245669725174585,9.951651191110333,2.0627035022622064
4.9037363492582084,10.162228009776944,2.072343879440866
5.2620917636600835,10.014006561494412,1.9030467371646713
4.906957638346924,10.35923729198751,2.111132407386621
5.46222338259585,10.109021219783665,1.8507154526110732
5.045432094842974,10.131020925910676,2.0079590281803164
5.1113634355807305,9.733926856589513,1.9043699355891306
4.856247814085031,9.864802218922994,2.0313630186480975
5.121866093675753,10.201249760862884,1.9917056741211807
4.2470295482024305,10.0769625593721,2.372708370639241
4.9018627901014815,9.759218096409302,1.9909202917952873
4.794242534511275,9.996100478245536,2.0850218582578526
4.843015763096354,10.123868252709954,2.0904058024864485
4.931158398297198,9.939369480445672,2.0156256760841194
4.941382732781552,9.743895836176874,1.9718966052831817
4.857767888116723,9.881776420874505,2.034221611338764
5.043492931552472,9.922889589754796,1.9674637645819726
5.196558460114318,10.045536777643063,1.9331133970197025
4.871604152177049,10.226074814885736,2.0991185850590615
5.205971158389352,10.346505632243758,1.9874304558085198
4.988133014278487,10.086185612975232,2.022036217579526
4.905300286984805,10.069118341104906,2.0527017209978395
4.622088405202805,10.265304368587772,2.2209234157080897
4.877608628231629,10.246463101870658,2.1007144858986977
4.813677132842301,10.047966057401565,2.0873784801326316
5.1510421726353295,9.559023225989362,1.855745479384973
5.114418649526175,9.795358194703672,1.9152437189730573
4.93269485537618,10.057093707706997,2.038863948120711
5.1119657678784804,10.30708703400018,2.016266833938078
5.087512217179074,9.782292898605537,1.9228047975144964
4.473844026572206,9.824324808294516,2.195947098276864
4.880781197716008,10.044541209563835,2.0579781806781754
5.288697534128254,10.144999317305793,1.9182415428070065
5.077239467881317,9.796484264824748,1.9294902922734756
5.132518044016662,9.932571673899629,1.9352239171333705
4.773139139748342,9.871825813312679,2.068204073731058
5.209832374539039,10.148499598602612,1.9479512715609282
4.937147489741488,10.131400982682342,2.052075819840016
4.722560190619124,9.975682387614851,2.1123462666353117
5.128156855570936,9.757691420001501,1.9027677379644317
4.877418005465749,10.15168703630928,2.0813649814170243
4.875054297664218,10.164383896764308,2.0849786025223067
5.236720013916468,10.071704211851493,1.9232848395725113
5.224715368369025,10.23896408279156,1.959717106271343
4.742532225588027,9.805247319383577,2.067513061161714
5.240110213775989,10.087478662043278,1.9250508578090204
4.7661503164136825,9.898051367136253,2.0767392360768215
5.088749733534884,10.186955744649383,2.0018582712993918
4.747669449534711,10.443578197269595,2.1997273205894956
5.299458810276972,10.079256287663911,1.9019406789458804
4.831670267532449,9.926427107656009,2.0544504401219146
5.146286216820499,9.872868241057814,1.918445229258452
5.070687046488556,10.314396741364302,2.0341221311433544
5.051281934423593,10.090497083523998,1.997611143967048
5.0178317258585015,9.916018593058178,1.9761560639743543
5.072499115029927,9.899873602703146,1.9516757673489982
5.06409449305461,9.863776031847259,1.9477867258155226
4.99781779016685,9.676659979616009,1.9361770248316632
4.982551463136718,9.98158555281964,2.003308069503777
5.012159172311763,10.244060875321622,2.0438418899208153
4.957587938652781,10.30347700795126,2.078324607742857
4.771121903141316,10.047295730074906,2.105856009141109
5.011962321322725,9.701987626018814,1.9357662735697356
4.865604837863368,9.9656859282073,2.048190566290116
4.8360943553415465,9.911771084546372,2.0495404672157926
5.1231340767612235,9.903329741431701,1.933060816493886
5.041741251604563,9.916966780535903,1.9669725766628288
5.2346281470263145,10.182061417623295,1.9451355725062374
4.550721701396954,10.033059116878572,2.204718234867819
5.2229296428556,9.913892088701887,1.8981477382646759
5.191465907973114,10.08519744105424,1.9426492670529294
4.984805117602684,10.58248535838254,2.122948662729651
4.6865497695191864,10.521414653732739,2.245023561290842
4.849219303577413,9.845792235398747,2.0303870827486015
4.6666379719323805,9.803035961568163,2.1006634799032593
4.943192489315656,10.07846817656714,2.0388581262718377
4.932322450935178,9.984249632218733,2.0242491709611765
5.027489172604482,9.821677259086652,1.953594910279747
5.174911231447122,9.919282211393464,1.9168023890179111
4.807793373843004,10.46998362853413,2.1777108154224147
4.954355135947074,10.12128637067458,2.0429069158240303
4.983131986867588,9.665872707729758,1.9397183805692764
5.101874962957143,10.254166428685886,2.0098819557785434
4.90778810881595,10.01197435142334,2.0400176473468052
5.342698505981843,10.350578674496365,1.937331605537455
4.968218077596336,9.89301709142978,1.9912606364928533
5.0305632886278335,10.258138981559393,2.0391630902943008
4.873547784962394,10.063625928151144,2.064948651822606
5.290164437747645,10.425992498067226,1.970825788263441
4.731198834633798,10.20954253787999,2.1579187209683663
4.853406525839715,10.121947715030078,2.0855346983897713
4.699657699399191,9.875150252724485,2.101248832226001
5.03276624641331,10.025382788141046,1.9920223386662976
4.725245940435768,9.980107803052237,2.112082191880971
4.6770738140844115,9.734605540999366,2.081345287235973
4.651147601832229,9.95971049763469,2.1413447497798725
4.8217680947758454,9.60385177177381,1.9917697373664907
4.798523439981336,9.96986595440225,2.0776945406441585
5.194880837520657,9.849502542643684,1.8960016313568653
4.921407434452809,9.946654695790643,2.0210996200310674
4.902604577045784,9.895520662615027,2.0184211284235123
4.672461146418653,10.043411348235537,2.1494906075213933
5.017004891915504,9.857192707608611,1.9647564473163415
4.892541437734417,10.178087185495613,2.080327231772771
4.85936865251627,9.835932622258849,2.0241173958196446
5.034050834207412,10.37141116550423,2.06025157613196
4.718327732883764,9.958385895983918,2.1105752842432413
5.198361317391865,9.878660150981162,1.9003411936624497
